Day Max Power (dBm),Day Min Power (dBm),Percent Skewness > 0,Percent Kurtosis > 0,Average Percent > 5 Std Dev,Average Percent of Outliers
-50.52322239859954,-104.09930956207236,11.956644462007452,50.37339311924386,0.0022826656640550186,0.45134673102810524
